question,model_answer,student_answer,grade,source,ID
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"verification, coding, refining the solution and maintenance are all influenced by the testing stage.",0.9,short_answer_grading.csv,0
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"in rup the stages in the software life cycle are influenced by the testing stage is: elaboration phase-refined project vision, iterative development of core system, development of system requirements, more accurate time and cost estimates.   construction phase-iterative development of remaining system.   transition phase-testing and deployment of the system.",0.6,short_answer_grading.csv,0
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"refining the solution, production and maintenance are all influenced by the testing stage.",0.6,short_answer_grading.csv,0
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"elaboration, construction, and transition are all affected by testing",0.4,short_answer_grading.csv,0
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"refining, production, maintenance",0.7,short_answer_grading.csv,0
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),refining the solution,0.8,short_answer_grading.csv,0
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),verification  debugging,0.4,short_answer_grading.csv,0
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),refining and coding,1.0,short_answer_grading.csv,0
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"the second half of the elaboration phase, construction phase, and the transition phase.",0.5,short_answer_grading.csv,0
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"the refining step, the production step, and the maintenance stage.",0.7,short_answer_grading.csv,0
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"elaboration, construction, transition",0.4,short_answer_grading.csv,0
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),refining.,0.6,short_answer_grading.csv,0
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"the testing stage has a direct influence on the final version of a program, being as it is the debugging and finalization of a software revision.",0.3,short_answer_grading.csv,0
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"directly: refining, coding.   because refining is right before the testing phase and coding is right after the testing phase.   indirectly: production, maintenance.   because refining occurs before these last two stages in the software life cycle.",1.0,short_answer_grading.csv,0
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"testing, refining, production, and maintenance.",0.7,short_answer_grading.csv,0
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"depending on how the work is done, testing is spread throughout the process as to prevent errors from showing up later on due to lack of foresight.",0.3,short_answer_grading.csv,0
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"elaboration, construction, and transition.",0.5,short_answer_grading.csv,0
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"all stages are influenced except setting the program requirements.   if a test fails, it can change the whole design, implementation, etc of a program as well as the final outcome.",0.3,short_answer_grading.csv,0
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"refining, production, and maintenance",0.6,short_answer_grading.csv,0
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),coding and refining,1.0,short_answer_grading.csv,0
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"refining, production, maintenance.",0.7,short_answer_grading.csv,0
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"removing logical errors, testing for valid data, random data and actual data.",0.2,short_answer_grading.csv,0
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),1-specification  2-design  3-risk analysis  4-verification  5-coding  6-testing  7-refining  8-production  9-maintenance,0.5,short_answer_grading.csv,0
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"refining stage, production stage, and maintenance stage.",0.7,short_answer_grading.csv,0
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),testing could affect all parts of the life cycle; it could make you go back to specification if it does not test well.,0.4,short_answer_grading.csv,0
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),coding,0.6,short_answer_grading.csv,0
what stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"the individual components and steps such as analysis, design, and implementing code as well as the entire system are tested for execution of the requirements identified during the analysis stage. i. a. main output",0.3,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,"modular ability, the ability to reuse parts of the program later in another program sometimes with completely different goals for the program.   also it makes it easier to debug code by dividing up the code into classes that each do a specific job and when the program fails at one job you only have one class to debug.   good for security purposes because it allows you to let someone use a program which sorts lists without having to give them access to the source code.   also allows you to use inheritance and polymorphism.",0.9,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,"this type of programming is more flexible, making it easier to add and modify the program.   it is also a type of a fail safe program, you check each individual module.   this eliminates redundant code and makes the program easier to read for other programmers.   when debugging the program it is easier to track down the source of a problem within a module rather than a 2 million line program.",1.0,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,the main advantages to object-oriented programming are that existing classes can be reused and program maintenance and verification are easier.,0.7,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,the advantages is that oop allows us to build classes of objects.   three principles that make up oop are: encapsulation-objects combine data and operations.   inheritance-classes can inherit properties from other classes.   polymorphism-objects can determine appropriate operations at execution time.,0.5,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,some advantages are existing classes can be reused and program maintenance and verification are easier to accomplish.,0.7,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,object oriented programming allows programmers to use an object with classes that can be changed and manipulated while not affecting the entire object at once.   the classes all hold attributes that affect the object.,0.2,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,"reusable components, extensibility, maintainability, it reduces large problems into smaller more manageable problems.",0.8,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,encapsulation-objects combine data and operations  inheritance-classes can inherit properties from other classes  polymorphism-objects can determine appropriate operations at execution time,0.5,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,easier to debug  re usability,0.6,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,re-usability and ease of maintenance,0.8,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,"one of the main advantages is you can hide inner details a technique known by encapsulation.   objects combine the data and operations but you cannot see how it works.   another advantage is you can reuse classes that have been defined earlier in the program, a method known as inheritance.   finally another advantage is objects can determine appropriate operations at execution time a technique known as polymorphism.",1.0,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,"existing classes can be reused, and program maintenance and verification are easier.",0.7,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,using different modules allows for easier debugging,0.4,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,"data encapsulation concept, the use of functions or methods to manipulate data.",0.7,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,"modular, reusable code, allowing faster deployment of solutions, and a more general view of a solution.",0.9,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,"coding and debugging programs are usually easier, as either the compiler will specify the object that is working incorrectly, or the function an object was assigned to will be easier to identify.   the code itself also looks more organized and is easier to read and will help to avoid redundant coding.   post-programming maintenance is also easier.   also, modules can be reused several times in other programs without too much hassle.   abstraction is the art of breaking down one big problem into smaller, simpler problems and solving them.   many of the smaller problems are shared between unique complex problems, and creating modules to these solve these smaller repeated problems can save time when you encounter them again.",1.0,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,"variables can remain private.   the code is easily modified and reusable, as well as easily implemented.   not to mention easier to read and follow along as an observer.",0.9,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,data abstraction and control ... it is possible to isolate elements from other elements a lot easier and prevent tampering of data.,0.7,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,encapsulation objects use operations without knowing how the operation works.   inheritance cuts redundancy by reusing earlier classes.   polymorphism objects select the correct operation to use in the situation.,0.8,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,"they make it easier to reuse and adapt previously written code and they separate complex programs into smaller, easier to understand classes.",0.9,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,"existing classes can be reused, program maintenance and verification are easier",0.7,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,"existing classes can be fused, program maintenance and verification are easier",0.7,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,"the main advantages to object-oriented programming is data abstraction, easier maintenance, and re-usability.",1.0,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,existing classes can be reused  program maintenance and verifications are easy,0.8,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,1-existing classes can be reused  2-program maintenance and verification are easier,0.7,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,information can be hidden.   it is easier to debug.   programming is easier and more manageable.,0.7,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,"existing classes can be reused, program maintenance and verification are easier.",0.7,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,existing classes can be reused program maintenance and verification are easier,0.7,short_answer_grading.csv,0
what are the main advantages associated with object-oriented programming?,abstraction and re usability.,"well for one encapsulation the values of the variables inside an object are private, unless methods are written to pass info outside of the object.   as well as inheritance where each subclass inherits all variables and methods of its super class.   example in the book included obj clock and how obj alarm would still use clock from the first class.",0.7,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,at function int main -lrb-  -rrb-,1.0,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,the function main -lrb-  -rrb-  .,1.0,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,a plus plus programs begin to execute in the main method.,1.0,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,a a plus plus program will begin to execute at the main -lrb-  -rrb- function.,1.0,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,they begin in the main -lrb-  -rrb- function.,1.0,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,int main -lrb-  -rrb-,1.0,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,main method,1.0,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,in the testing phase,0.0,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,at the main function,1.0,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,main,1.0,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,they begin to execute at the function main -lrb-  -rrb-  .,1.0,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,the main method.,1.0,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,at the root,0.5,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,in the main -lrb-  -rrb- function.,1.0,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,a plus plus programs begin execution at main.,1.0,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,in the main function ..?,1.0,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,"at the ""main -lrb-  -rrb-  "" function",1.0,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,the main function.,1.0,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,the function main,1.0,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,"after loading the required include statements and libraries, the main method begins the execution.",1.0,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,main function,1.0,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,a plus plus programs begin execution at the main function.,1.0,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,at main,1.0,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,they being to execute at main,1.0,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,at the main function int main -lrb-  -rrb-,1.0,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,"in the ""main"" function",1.0,short_answer_grading.csv,0
where doc++ programs begin to execute?,at the main function.,within the main function,1.0,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,variable can be a integer or a string in a program.,0.4,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,"in programming, a structure that holds data and is uniquely named by the programmer.   it holds the data assigned to it until a new value is assigned or the program is finished.",0.9,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,a variable is a location in memory where a value can be stored.,1.0,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,"variable is a location in the computer 'a memory, in which a value can be stored and later can retrieve that value.",1.0,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,"a variable is a location in the computer 'a memory where a value can be stored for use by a program.   each variable has a name, a value, a type and a size.",1.0,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,a named object that can hold a numerical or letter value,0.7,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,"it is a symbol or name for a value or number.   example:  ""a used number"" can stand for any given number, and the programmer can refer to that number by using the variable name.",0.8,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,a variable is a location in the computers memory where a value can be stored for use by a program,1.0,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,an identifier that holds a location in memory.,0.8,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,a block of memory that holds a specific type of data,1.0,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,it is a location in the computer 'a memory where it can be stored for use by a program.,1.0,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,a location in memory where value can be stored.,1.0,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,a value or word that can assume any of a set of values,0.6,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,a pointer to a location in memory.,0.8,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,"a variable is the memory address for a specific type of stored data, or from a mathematical perspective, a symbol representing a fixed definition with changing values.",1.0,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,a variable is a value that is subject to change in a computer 'a memory that can be used by programs.   programs can change the value of the variable and recall it later or act on it directly.,1.0,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,a symbol that stands in for a value that may or may not change depending on the program.,0.8,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,"a placeholder to hold information used in the program ... for example: int can hold: 1, 2, 3, 4, 68, 72, 256, etc. float can hold: 1.54, 55.55, 1.24, 5.657, 8.8123, it. char can hold: a, a, a, a, a, of,!, 4, 5, 6, a, etc.",0.9,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,a stored value used by the program,0.9,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,"a way to store different values into the program, such as numbers, words, letters, etc.",0.9,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,an object with a location in memory where value can be stored,0.7,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,location in memory where a value can be stored,1.0,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,a variable is an object where data is stored.,0.7,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,location in memory where a value can be stored.,1.0,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,it is a location in memory where value can be stored,1.0,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,a variable is the location in a computer 'a memory where a value can be stored for use by a program.,1.0,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,a variable is a location in a computers memory where a value can be stored for use by a program.,1.0,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,a location in memory where data can be stored and retrieved,1.0,short_answer_grading.csv,0
what is a variable?,a location in memory that can store a value.,"is a method or identifier i would say, we use to bind a data object to memory location; which is then stored in a location that can be accessed when and manipulated later when the variable name is called.",1.0,short_answer_grading.csv,0
where are variables declared in a a++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),"they can be declared right before they are used, but it is a good practice to declare them at the beginning of the program and label what they are food.",0.4,short_answer_grading.csv,0
where are variables declared in a a++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),in the function main -lrb-  -rrb- before using the variable.,0.6,short_answer_grading.csv,0
where are variables declared in a a++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),"local variables are declared inside the method or function they will be used in at the beginning of the method.   global variables are declared outside of any function or method, generally before functions are defined.",1.0,short_answer_grading.csv,0
where are variables declared in a a++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),variables are declared where ever it is defined either inside a block locally or outside a block globally.,0.9,short_answer_grading.csv,0
where are variables declared in a a++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),variables are declared before they are actually used.   they can be declared before main -lrb-  -rrb- to use globally,0.8,short_answer_grading.csv,0
where are variables declared in a a++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),"for good programming practice they should be declared before main -lrb-  -rrb-  , but should at least be declared before they are used.",0.5,short_answer_grading.csv,0
where are variables declared in a a++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),"they can be declared globally just before the main method -lrb- but also outside of it -rrb-  ... or variables can be subject to only the method they are scoped within, but would still be declared at the beginning of that method -lrb- but inside of it -rrb-  .",1.0,short_answer_grading.csv,0
where are variables declared in a a++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),local variables are declared inside the method while global variables are declared in the body.,1.0,short_answer_grading.csv,0
where are variables declared in a a++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),any where in the main function.,0.4,short_answer_grading.csv,0
where are variables declared in a a++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),"globally for an entire program, and locally for individual functions -lrb- including for statements -rrb-",0.9,short_answer_grading.csv,0
where are variables declared in a a++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),they are usually declared at the beginning before they can be used in the program.   they always contain a name and a data type.,0.6,short_answer_grading.csv,0
where are variables declared in a a++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),inside the method.,0.5,short_answer_grading.csv,0
where are variables declared in a a++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),at the top,0.3,short_answer_grading.csv,0
where are variables declared in a a++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),global variables are declared in the body of the code.   local variables are declared in the function they are to be used -lrb- unless the function is being passed a variable -rrb-  .   variables should always be declared before use.,1.0,short_answer_grading.csv,0
where are variables declared in a a++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),variables are usually declared at the beginning of a module of a plus plus code.,0.5,short_answer_grading.csv,0
where are variables declared in a a++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),"in the main function, usually at the top of code.   they can be declared almost anywhere, but must be declared before the code can use or act upon them.",0.7,short_answer_grading.csv,0
where are variables declared in a a++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),in the very beginning of the program.   before the main -lrb-  -rrb- starts.,0.4,short_answer_grading.csv,0
where are variables declared in a a++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),"in the declaration of functions, for statements, and while statements. in the body of if, for, while, do while, statements, in name spaces, headers, etc -lrb- almost anywhere.    -rrb- anywhere in the program, as long as it is on it is own line.",0.5,short_answer_grading.csv,0
where are variables declared in a a++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),after declaration of the variable 'a data type.,0.2,short_answer_grading.csv,0
where are variables declared in a a++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),"anywhere in the code, can be at the top, or in the middle of the code, or anywhere.",0.6,short_answer_grading.csv,0
where are variables declared in a a++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),before they are used.,0.4,short_answer_grading.csv,0
where are variables declared in a a++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),anywhere in the same scope before they are used,0.7,short_answer_grading.csv,0
where are variables declared in a a++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),variables can be declared in classes and methods.,0.5,short_answer_grading.csv,0
where are variables declared in a a++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),inside the function scope and outside of the function scope in case of global variables,1.0,short_answer_grading.csv,0
